budapest,47.4942553167,47.5130415955,19.036244154,19.0685164928
turin,45.061216,45.058745,7.687642,7.680790
london,51.2542,51.7279,-0.5466,0.2980
bristol,51.392545,51.544433,-2.730516,-2.450902
newyork,40.477399,40.917577,-74.259090,-73.70027
barcelona,41.320004,41.469576,2.069526,2.228010
antwerp,51.143340,51.377430,4.217600,4.497840
